"",id,name,alcoholic,ingredients,glassType,instructions,drinkThumbnail,ingredientMeasures,text,category
125,125,Frozen Mint Daiquiri,Alcoholic,"['Light rum', 'Lime juice', 'Mint', 'Sugar']",Old-fashioned glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg,"['2 oz ', '1 tblsp ', '6 ', '1 tsp ']",question Generate a cocktail with Light rum Lime juice Mint Sugar answer Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.,Ordinary Drink
126,126,Frozen Pineapple Daiquiri,Alcoholic,"['Light rum', 'Pineapple', 'Lime juice', 'Sugar']",Cocktail Glass,Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg,"['1 1/2 oz ', '4 chunks ', '1 tblsp ', '1/2 tsp ']",question Generate a cocktail with Light rum Pineapple Lime juice Sugar answer Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.,Ordinary Drink
127,127,GG,Optional alcohol,"['Galliano', 'Ginger ale', 'Ice']",Collins Glass,Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,https://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,"['2 1/2 shots ', None, None]",question Generate a cocktail with Galliano Ginger ale Ice answer Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.,Ordinary Drink
128,128,Gimlet,Alcoholic,"['Gin', 'Lime Juice', 'Sugar Syrup', 'Lime']",Martini Glass,"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg,"['2 1/2 oz', '1/2 oz', '1/2 oz', '1']","question Generate a cocktail with Gin Lime Juice Sugar Syrup Lime answer Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",Cocktail
129,129,Godchild,Alcoholic,"['Vodka', 'Amaretto', 'Heavy cream']",Champagne flute,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,"['1 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Vodka Amaretto Heavy cream answer Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",Ordinary Drink
130,130,Gin Fizz,Alcoholic,"['Gin', 'Lemon', 'Powdered sugar', 'Carbonated water']",Highball glass,"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",https://www.thecocktaildb.com/images/media/drink/drtihp1606768397.jpg,"['2 oz ', 'Juice of 1/2 ', '1 tsp ', None]","question Generate a cocktail with Gin Lemon Powdered sugar Carbonated water answer Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.",Ordinary Drink
131,131,Gin Sour,Alcoholic,"['Gin', 'Lemon juice', 'Sugar', 'Orange', 'Maraschino cherry']",Whiskey sour glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",https://www.thecocktaildb.com/images/media/drink/noxp7e1606769224.jpg,"['2 oz ', '1 oz ', '1/2 tsp superfine ', '1 ', '1 ']","question Generate a cocktail with Gin Lemon juice Sugar Orange Maraschino cherry answer In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",Ordinary Drink
132,132,Gagliardo,Alcoholic,"['Peach Vodka', 'Lemon juice', 'Galliano', 'Sirup of roses']",Cocktail glass,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,"['5 parts ', '3 parts ', '1 part ', '1 part ']","question Generate a cocktail with Peach Vodka Lemon juice Galliano Sirup of roses answer Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",Cocktail
133,133,Godmother,Alcoholic,"['Vodka', 'Amaretto']",Old-fashioned glass,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg,"['1 1/2 oz ', '3/4 oz ']",question Generate a cocktail with Vodka Amaretto answer Pour vodka and amaretto into an old-fashioned glass over ice and serve.,Ordinary Drink
134,134,Godfather,Alcoholic,"['Scotch', 'Amaretto']",Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg,"['1 1/2 oz ', '3/4 oz ']",question Generate a cocktail with Scotch Amaretto answer Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,Ordinary Drink
135,135,Gluehwein,Optional alcohol,"['Red wine', 'Water', 'Sugar', 'Cinnamon', 'Cloves', 'Lemon peel']",Irish coffee cup,"Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.",https://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg,"['1 L ', '125 ml ', '60 gr ', '1 ', '3 ', '1 tblsp ']","question Generate a cocktail with Red wine Water Sugar Cinnamon Cloves Lemon peel answer Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.",Punch / Party Drink
136,136,Gin Tonic,Alcoholic,"['Gin', 'Tonic Water', 'Lemon Peel', 'Ice']",Highball glass,"Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.",https://www.thecocktaildb.com/images/media/drink/qcgz0t1643821443.jpg,"['4 cl', '10 cl', '1 Slice', 'cubes']","question Generate a cocktail with Gin Tonic Water Lemon Peel Ice answer Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.",Cocktail
137,137,Gin Toddy,Alcoholic,"['Gin', 'Water', 'Powdered sugar', 'Lemon peel']",Old-fashioned glass,"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg,"['2 oz ', '2 tsp ', '1/2 tsp ', '1 twist of ']","question Generate a cocktail with Gin Water Powdered sugar Lemon peel answer Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.",Ordinary Drink
138,138,Gin Smash,Alcoholic,"['Gin', 'Carbonated water', 'Sugar', 'Mint', 'Orange', 'Cherry']",Old-fashioned glass,"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg,"['2 oz ', '1 oz ', '1 cube ', '4 ', '1 slice ', '1 ']","question Generate a cocktail with Gin Carbonated water Sugar Mint Orange Cherry answer Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.",Ordinary Drink
139,139,Gin Daisy,Alcoholic,"['Gin', 'Lemon juice', 'Sugar', 'Grenadine', 'Maraschino cherry', 'Orange']",Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg,"['2 oz ', '1 oz ', '1/2 tsp superfine ', '1/2 tsp ', '1 ', '1 ']","question Generate a cocktail with Gin Lemon juice Sugar Grenadine Maraschino cherry Orange answer In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.",Ordinary Drink
140,140,Gin Lemon,Alcoholic,"['Gin', 'Lemon Juice', 'Lemon Peel', 'Ice']",Highball glass,"For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.",https://www.thecocktaildb.com/images/media/drink/6gdohq1681212476.jpg,"['6 cl', '8 cl', '1 Slice', 'cubes']","question Generate a cocktail with Gin Lemon Juice Lemon Peel Ice answer For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.",Cocktail
141,141,Gin Sling,Alcoholic,"['Gin', 'Lemon', 'Powdered sugar', 'Water', 'Orange peel']",Old-fashioned glass,Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg,"['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 tsp ', 'Twist of ']",question Generate a cocktail with Gin Lemon Powdered sugar Water Orange peel answer Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,Ordinary Drink
142,142,Greyhound,Alcoholic,"['Vodka', 'Grapefruit Juice']",Collins glass,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg,"['1 1/2 oz', '3 oz']","question Generate a cocktail with Vodka Grapefruit Juice answer Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",Cocktail
143,143,Gin Rickey,Alcoholic,"['Gin', 'Grenadine', 'lemon', 'Soda Water', 'Lime']",Highball glass,Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg,"['2 oz ', '1 tsp ', 'Juice of 1/2 ', 'Top up with', 'Garnish']",question Generate a cocktail with Gin Grenadine lemon Soda Water Lime answer Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.,Cocktail
144,144,Gin Squirt,Alcoholic,"['Gin', 'Grenadine', 'Powdered sugar', 'Pineapple', 'Strawberries', 'Carbonated water']",Highball glass,"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",https://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg,"['1 1/2 oz ', '1 tsp ', '1 tblsp ', '3 chunks', '2 ', None]","question Generate a cocktail with Gin Grenadine Powdered sugar Pineapple Strawberries Carbonated water answer Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.",Ordinary Drink
145,145,Grand Blue,Alcoholic,"['Malibu rum', 'Peach schnapps', 'Blue Curacao', 'Sweet and sour']",Old-fashioned glass,Serve in an old fashioned glass.,https://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,"['1 1/2 cl ', '1 1/2 cl ', '1 1/2 cl ', '3 cl ']",question Generate a cocktail with Malibu rum Peach schnapps Blue Curacao Sweet and sour answer Serve in an old fashioned glass.,Ordinary Drink
146,146,Gin Cooler,Alcoholic,"['Gin', 'Carbonated water', 'Powdered sugar', 'Orange spiral', 'Lemon peel']",Collins glass,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,https://www.thecocktaildb.com/images/media/drink/678xt11582481163.jpg,"['2 oz ', None, None, None, None]",question Generate a cocktail with Gin Carbonated water Powdered sugar Orange spiral Lemon peel answer Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,Ordinary Drink
147,147,Gin Swizzle,Alcoholic,"['Lime juice', 'Sugar', 'Gin', 'Bitters', 'Club soda']",Highball glass,"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",https://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg,"['1 1/2 oz ', '1 tsp superfine ', '2 oz ', '1 dash ', '3 oz ']","question Generate a cocktail with Lime juice Sugar Gin Bitters Club soda answer In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.",Ordinary Drink
